LOC105378581	hgnc:50701	LINC01409
TMEM20	hgnc:26607	SLC35G1
HCCAT3	hgnc:48598	ZNF350-AS1
LOC651102	hgnc:40039	LGALS16
DAD1L	hgnc:18295	DAD1P1
SC4MOL	hgnc:10545	MSMO1
MIRN103-2AS	hgnc:35385	MIR103B2
MIR103-2AS	hgnc:35385	MIR103B2
GOLGA6L20	hgnc:37229	GOLGA6L9
LOC728636	hgnc:37229	GOLGA6L9
LOC374676	hgnc:37229	GOLGA6L9
C10orf96	hgnc:30524	CCDC172
TRNAQ44P	hgnc:35078	TRQ-CTG16-1
LOC647153	hgnc:54753	VDAC2P5
LOC652356	hgnc:54753	VDAC2P5
C12orf38	hgnc:25774	TCTN2
C13orf10	hgnc:20327	RBM26
RNU6-62	hgnc:42552	RNU6-62P
LYST-IT2	hgnc:41320	LYST-AS1
LINC01028	hgnc:49014	LINC01028
JMJD2	hgnc:22978	KDM4A
JMJD2A	hgnc:22978	KDM4A
MRX78	hgnc:29059	IQSEC2
MRX1	hgnc:29059	IQSEC2
MRX18	hgnc:29059	IQSEC2
LOC100134137	hgnc:29059	IQSEC2
TRE	hgnc:12265	TRE-TTC3-1
TRNAE1	hgnc:12265	TRE-TTC3-1
RN5S328	hgnc:43228	RNA5SP328
LOC100292006	hgnc:49329	HSPE1P10
C4orf38	hgnc:26390	WWC2-AS2
LOC81988	hgnc:6143	ITGA7
OR7F5P	hgnc:8435	OR7E5P
OR7E5P	hgnc:8435	OR7E5P
LOC100292845	hgnc:52907	CHD1-DT
LINC02062	hgnc:52907	CHD1-DT
AMGL	hgnc:462	AMELY
SIAT7C	hgnc:19343	ST6GALNAC3
C10orf48	hgnc:23729	MKX
IRXL1	hgnc:23729	MKX
FPSL3	hgnc:3634	FDPSP3
FDPSL3	hgnc:3634	FDPSP3
LOC100422726	hgnc:3634	FDPSP3
ST2V	hgnc:5998	IL1RL1
FAM165A	hgnc:21400	SMIM11P1
C6orf161	hgnc:21400	SMIM11P1
AGXT2L1	hgnc:14404	ETNPPL
RN5S245	hgnc:43145	RNA5SP245
LOC100419500	hgnc:20026	PDLIM1P1
PDLIM1P	hgnc:20026	PDLIM1P1
FDPSL5	hgnc:3636	FDPSP5
CHR39C	hgnc:3636	FDPSP5
LOC402397	hgnc:3636	FDPSP5
FPSL5	hgnc:3636	FDPSP5
LOC100422719	hgnc:3636	FDPSP5
ELA1	hgnc:3308	CELA1
LOC100509221	hgnc:48587	PRC1-AS1
OR4C3	hgnc:14697	OR4C3
KRT6L	hgnc:28930	KRT79
TALDO	hgnc:11560	TALDO1P1
TALDOP1	hgnc:11560	TALDO1P1
LOC100508624	hgnc:25328	GOLGA8G
LOC653300	hgnc:25328	GOLGA8G
LOC388094	hgnc:25328	GOLGA8G
LOC100510403	hgnc:25328	GOLGA8G
LOC63477	hgnc:9583	PTBP1
PTB	hgnc:9583	PTBP1
WHSC1L1P	hgnc:14647	WHSC1L2P
LOC100421521	hgnc:14647	WHSC1L2P
WHSC1L2P	hgnc:14647	WHSC1L2P
HOX4@	hgnc:5131	HOXD@
CGREF1	hgnc:16962	CGREF1
LOC90641	hgnc:36752	RPL7AP70
LOC82105	hgnc:36752	RPL7AP70
LOC730872	hgnc:36752	RPL7AP70
LOC113467	hgnc:36752	RPL7AP70
LOC115210	hgnc:36752	RPL7AP70
VMCM	hgnc:11724	TEK
MLK1	hgnc:6861	MAP3K9
LOC55873	hgnc:1441	CALD1
TETM4	hgnc:13374	MS4A5
LOC96074	hgnc:13374	MS4A5
C10orf85	hgnc:31365	LINC01561
LOC100419831	hgnc:27260	ZNF846
MGC4440	hgnc:28422	TSEN2
MIRN500	hgnc:32134	MIR500A
MIR500	hgnc:32134	MIR500A
LOC100509177	hgnc:44694	LINC00708
LOC100419082	hgnc:32189	DUXAP10
LOC100506225	hgnc:32189	DUXAP10
LOC100287820	hgnc:32189	DUXAP10
LOC440157	hgnc:32189	DUXAP10
LOC101060615	hgnc:32189	DUXAP10
LOC100421538	hgnc:6959	CD46P1
CD46P	hgnc:6959	CD46P1
MCPL	hgnc:6959	CD46P1
SPRL4A	hgnc:16613	LCE4A
C12orf25	hgnc:25296	FAM186B
LOC96574	hgnc:11732	TESK2
LOC100293483	ensembl:ENSG00000261024	GS1-279B7.1
LOC100290890	ensembl:ENSG00000261024	GS1-279B7.1
CASC5	hgnc:24054	KNL1
MCPH4	hgnc:29298	CEP152
LOC650332	hgnc:53690	PPIAP66
LOC100419765	hgnc:10836	SH3GL1P2
SH3GLP2	hgnc:10836	SH3GL1P2
CD299	hgnc:13523	CLEC4M
CD209L	hgnc:13523	CLEC4M
FAM197Y5P	hgnc:37467	FAM197Y5
TTY10	hgnc:18491	TTTY10
FOLHP	hgnc:13636	FOLH1B
FOLH2	hgnc:13636	FOLH1B
LOC82889	hgnc:13636	FOLH1B
LOC95211	hgnc:13636	FOLH1B
C9orf134	hgnc:31421	IZUMO3
LRP8	hgnc:6700	LRP8
MIPS	hgnc:6700	LRP8
HSZ75190	hgnc:6700	LRP8
LOC100505597	hgnc:39433	PRSS56
MCOP6	hgnc:39433	PRSS56
LOC100507993	hgnc:39433	PRSS56
LOC650535	hgnc:39433	PRSS56
PPAC	hgnc:12771	CCN6
WISP3	hgnc:12771	CCN6
RAC4	hgnc:31113	RAC1P4
LOC100422659	hgnc:31113	RAC1P4
TRNAV38	hgnc:38576	TRV-CAC10-1
C6orf22	hgnc:13934	LY6G6E
LOC101929571	hgnc:30950	ZNF639
LOC100291228	hgnc:55599	MCPH1-DT
LOC100293389	hgnc:55599	MCPH1-DT
RPL9P7	hgnc:30335	RPL9P7
LOC100508474	hgnc:30335	RPL9P7
RPL9P1	hgnc:30335	RPL9P7
RPL9L1	hgnc:30335	RPL9P7
C22orf25	hgnc:25439	TANGO2
LOC114136	hgnc:14983	ZFP91
MRPL22	hgnc:14480	MRPL22
LOC100506514	hgnc:8587	PAICS
LOC644196	hgnc:8587	PAICS
LOC132947	hgnc:8587	PAICS
PAICS	hgnc:8587	PAICS
LOC100508258	hgnc:8587	PAICS
PAIS	hgnc:8587	PAICS
FAM57B	hgnc:25295	TLCD3B
LOC100996332	hgnc:25295	TLCD3B
RNU68	hgnc:10225	SNORA68
LINC01296	hgnc:32188	DUXAP9
LOC100419078	hgnc:32188	DUXAP9
LOC101929616	hgnc:32188	DUXAP9
IGLL4	hgnc:38475	IGLL4P
RPL23AP14	hgnc:21007	RPL23AP14
LOC121632	hgnc:21007	RPL23AP14
OR10S1	hgnc:14807	OR10S1
KIAA0494	hgnc:29051	EFCAB14
MIRN1229	hgnc:33924	MIR1229
LOC440106	hgnc:25322	C12orf29
TCEB1P17	hgnc:38153	ELOCP17
CCDC56	hgnc:24990	COA3
LOC82031	hgnc:2934	DMRT1
LOC100419749	hgnc:35166	ZNF652P1
ZNF652P	hgnc:35166	ZNF652P1
MIR1269	hgnc:35337	MIR1269A
MIRN1269	hgnc:35337	MIR1269A
C18orf19	hgnc:28346	FAM210A
LOC114986	hgnc:13300	GPR61
CMYA1	hgnc:14301	XIRP1
LOC100289763	hgnc:55335	MIF4GD-DT
LOC100289681	hgnc:55335	MIF4GD-DT
LOC100292172	hgnc:55335	MIF4GD-DT
LOC100291925	hgnc:55335	MIF4GD-DT
LOC100291392	hgnc:55335	MIF4GD-DT
STSL	hgnc:13886	ABCG5
LOC100419271	hgnc:20034	SRMP2
FACC	hgnc:3584	FANCC
LOC138834	hgnc:3584	FANCC
ATP6S1	hgnc:868	ATP6AP1
ATP6IP1	hgnc:868	ATP6AP1
C1orf155	hgnc:17879	CENPL
LOC730162	hgnc:17879	CENPL
LOC731968	hgnc:17879	CENPL
LOC732033	hgnc:26752	ANKRD42
LOC729814	hgnc:26752	ANKRD42
LOC100422226	hgnc:51373	BHLHB9P1
TMEM188	hgnc:26759	CNEP1R1
C16orf69	hgnc:26759	CNEP1R1
LOC100421459	hgnc:33958	IMPDH1P3
HOX7	hgnc:7391	MSX1
STMY3	hgnc:7157	MMP11
LOC196478	ncbigene:374443	LOC374443
LOC82226	hgnc:18487	ST13P4
LOC145193	hgnc:18487	ST13P4
LOC88248	hgnc:18487	ST13P4
FAM10A4	hgnc:18487	ST13P4
LOC102724616	hgnc:12784	WNT5A
LOC100133207	ncbigene:107984703	LOC107984703
C3orf26	hgnc:28666	CMSS1
LOC100420917	hgnc:42046	SLC35E1P1
LOC100533694	hgnc:42046	SLC35E1P1
LOC731344	hgnc:42046	SLC35E1P1
LOC100134406	hgnc:2051	CLDN9
TRNAI22	hgnc:34940	TRI-AAT6-1
LOC105378762	hgnc:52535	LINC01748
BC022889	hgnc:25701	CHD9
LOC146249	hgnc:25701	CHD9
KIAA0308	hgnc:25701	CHD9
LOC93351	hgnc:172	ACVR1B
ACVRLK4	hgnc:172	ACVR1B
MRPS14	hgnc:14049	MRPS14
AFDN-AS1	hgnc:21236	AFDN-DT
C6orf124	hgnc:21236	AFDN-DT
LOC646783	hgnc:21236	AFDN-DT
LOC654251	hgnc:21236	AFDN-DT
MLLT4-AS1	hgnc:21236	AFDN-DT
SALL3	hgnc:10527	SALL3
PPP1R8P	hgnc:9297	PPP1R8P1
LOC100422328	hgnc:9297	PPP1R8P1
GIG2	hgnc:16891	TRIB1
LOC51623	hgnc:32225	WIPI2
LOC116277	hgnc:5427	IFNA6
LOC113243	hgnc:5427	IFNA6
SYT3	hgnc:11511	SYT3
MIRN518F	hgnc:32104	MIR518F
LOC100134751	hgnc:34300	LRRD1
LOC100129737	hgnc:34300	LRRD1
RNU5B	hgnc:10212	RNU5B-1
H2BFS	hgnc:4762	H2BC12L
H2BS1	hgnc:4762	H2BC12L
HTRL	hgnc:5289	HTR1D
LOC119033	hgnc:17452	AS3MT
LOC115695	hgnc:17452	AS3MT
LOC113068	hgnc:17452	AS3MT
LOC100419130	hgnc:35660	RPSAP49
C4orf41	hgnc:25751	TRAPPC11
LOC649011	hgnc:35645	RPL37AP8
LOC730918	hgnc:33421	KRT18P51
MGC54245	hgnc:3084	DVL1
HRASLS2	hgnc:17824	PLAAT2
ZNF72	hgnc:13142	ZNF72P
PGP	hgnc:8909	PGP
MGC4692	hgnc:8909	PGP
OR1L5	hgnc:8216	OR1L4
OR1L4	hgnc:8216	OR1L4
CD33L2	hgnc:10874	SIGLEC5
RPL34_11_1133	hgnc:10342	RPL34P2
C9orf90	hgnc:25446	NAIF1
IGHA1_4	hgnc:5478	IGHA1
IGHA1	hgnc:5478	IGHA1
IGHA1_2	hgnc:5478	IGHA1
IGHA1_3	hgnc:5478	IGHA1
LOC730332	hgnc:16807	SMURF1
LOC442601	hgnc:16807	SMURF1
LOC729290	hgnc:16807	SMURF1
BA2R	hgnc:11535	TAF1
LOC386620	hgnc:11535	TAF1
LOC653664	hgnc:11535	TAF1
CCG1	hgnc:11535	TAF1
CCGS	hgnc:11535	TAF1
DYT3	hgnc:11535	TAF1
LOC654125	hgnc:11535	TAF1
LOC100291704	hgnc:11535	TAF1
TAF2A	hgnc:11543	TAF10
LOC100287968	hgnc:11535	TAF1
GOLGA6L15P	hgnc:23958	GOLGA6L11P
LOC100293481	hgnc:23958	GOLGA6L11P
C4orf44	hgnc:33741	MSANTD1
CXorf37	hgnc:28909	CCDC22
SLC6A16	hgnc:13622	SLC6A16
LOC95514	hgnc:13622	SLC6A16
IL1RB	hgnc:5994	IL1R2
IL1R2	hgnc:5994	IL1R2
LOC442791	hgnc:1708	CD8B2
LOC107985932	hgnc:1708	CD8B2
CD8BP	hgnc:1708	CD8B2
LOC220705	hgnc:1708	CD8B2
LPHN3	hgnc:20974	ADGRL3
MIRN204	hgnc:31582	MIR204
RN5S62	hgnc:42839	RNA5SP62
LOC644685	hgnc:32538	HSP90AB4P
LOC649613	hgnc:32538	HSP90AB4P
UBXD7	hgnc:29119	UBXN7
H2AFY	hgnc:4740	MACROH2A1
OSBP3	hgnc:16370	OSBPL3
NPPAAS	hgnc:37635	NPPA-AS1
NPPA-AS	hgnc:37635	NPPA-AS1
CBX2	hgnc:1552	CBX2
CDCA6	hgnc:1552	CBX2
MRPS27	hgnc:14512	MRPS27
TRF-GAA1-6	hgnc:34817	TRF-GAA1-2
TRNAF7	hgnc:34817	TRF-GAA1-2
CCDC49	hgnc:25989	CWC25
RNU6-24	hgnc:34268	RNU6-24P
LOC144467	hgnc:11205	SP1
MIR320B-2	hgnc:35256	MIR320B2
MIRN320B2	hgnc:35256	MIR320B2
ELANH2	hgnc:3311	SERPINB1
RNPC2	hgnc:15923	RBM39
FAM108A8P	hgnc:38508	ABHD17AP7
MIRN888	hgnc:33648	MIR888
JARID1C	hgnc:11114	KDM5C
MRX13	hgnc:11114	KDM5C
SMCX	hgnc:11114	KDM5C
LOC284679	ncbigene:646347	LOC646347
LOC649911	ncbigene:646347	LOC646347
S100E	hgnc:10493	S100A3
LOC127175	hgnc:10493	S100A3
LOC148021	hgnc:18348	TICAM1
CL24751	hgnc:18348	TICAM1
LOC649287	hgnc:34517	RNF222
PAST4	hgnc:3245	EHD4
NACAP3	hgnc:49490	NACAP8
LOC90450	hgnc:11070	SLC8A3
LOC126384	hgnc:24213	CILP2
LOC95987	hgnc:36955	RPL35P5
LOC93285	hgnc:36955	RPL35P5
LOC83123	hgnc:36955	RPL35P5
TRNAL44P	hgnc:35074	TRL-CAA7-1
IRAG	hgnc:7237	IRAG1
MRVI1	hgnc:7237	IRAG1
TMEM136	hgnc:28280	TLCD5
LOC102724424	hgnc:11754	TFEC
HRPT2	hgnc:16783	CDC73
C1orf28	hgnc:16783	CDC73
HRPT1	hgnc:16783	CDC73
LOC387984	hgnc:17770	RALGAPA1
GARNL1	hgnc:17770	RALGAPA1
KIAA0884	hgnc:17770	RALGAPA1
LOC107987233	hgnc:26700	NHLRC4
S100L	hgnc:10492	S100A2
LOC100128844	hgnc:10976	SLC24A2
IGKV1OR118	hgnc:37488	IGKV1OR2-118
IGKV1OR15-118	hgnc:37488	IGKV1OR2-118
SYT10	hgnc:19266	SYT10
LOC100290801	hgnc:44468	PNPT1P1
LOC100293885	hgnc:44468	PNPT1P1
SIGLECP10	hgnc:15615	SIGLEC26P
H3P18	hgnc:54452	H3P18
LOC100421540	hgnc:19928	DNAJC8P1
BM037	hgnc:18538	NUSAP1
LOC82534	hgnc:18538	NUSAP1
COX6BP2	hgnc:2282	COX6B1P2
COX6BP-2	hgnc:2282	COX6B1P2
LOC100462856	hgnc:2282	COX6B1P2
LOC116040	hgnc:15764	TGIF2
LOC57163	hgnc:15764	TGIF2
C6orf37	hgnc:18345	TENT5A
FAM46A	hgnc:18345	TENT5A
LOC100421631	hgnc:38681	ACTR3BP4
OR7F2P	hgnc:8402	OR7E2P
OR7E52P	hgnc:8402	OR7E2P
LOC100422146	hgnc:8402	OR7E2P
OR7E51P	hgnc:8402	OR7E2P
OR7E143P	hgnc:8402	OR7E2P
FIBP-1	hgnc:3705	FIBP
ASAH3L	hgnc:23675	ACER2
RN5S453	hgnc:43353	RNA5SP453
FTHL26	hgnc:37644	FTH1P26
KIAA1071	hgnc:17810	AMOT
ZNF77	hgnc:13150	ZNF77
TRNAL37	hgnc:34945	NMTRL-TAA4-1
EDP1	hgnc:11894	TNFAIP1
LOC102723469	hgnc:13503	ZBTB20
ZNF288	hgnc:13503	ZBTB20
LOC136442	hgnc:14888	DNAJB6
LGMD1D	hgnc:14888	DNAJB6
LOC155110	hgnc:14888	DNAJB6
LOC86855	hgnc:14888	DNAJB6
LOC100419397	hgnc:36588	RPL7AP24
THRAP5	hgnc:17556	MED16
LOC245764	hgnc:18466	RNASEH1
LOC100506014	hgnc:18466	RNASEH1
MGC10710	hgnc:25900	C1orf198
LINC01906	hgnc:52725	LINC01906
GRMP	hgnc:10721	SELP
LOC100130997	hgnc:35493	RPL5P25
LOC100419370	hgnc:35493	RPL5P25
OR52E2	hgnc:14769	OR52E2
BCMA	hgnc:11913	TNFRSF17
MIRN212	hgnc:31589	MIR212
LOC105370889	hgnc:53265	TMEM202-AS1
LOC100419012	hgnc:18715	RNASEH1P2
RTKN2	hgnc:19364	RTKN2
PLEKHK1	hgnc:19364	RTKN2
OR4X1	hgnc:14854	OR4X1
LOC105369248	hgnc:37233	NPIPB5
LOC125662	hgnc:83	ACAA2
LOC113150	hgnc:83	ACAA2
LOC147548	hgnc:83	ACAA2
MIR365-2	hgnc:33693	MIR365B
MIRN365-2	hgnc:33693	MIR365B
PAPPAS	hgnc:35152	PAPPA-AS1
KCNG	hgnc:6248	KCNG1
LOC90282	hgnc:6248	KCNG1
KH2	hgnc:6248	KCNG1
BHLHB2	hgnc:1046	BHLHE40
STRA13	hgnc:11422	CENPX
AILIM	hgnc:5351	ICOS
LOC150573	hgnc:20986	SMYD1
C2orf85	hgnc:26585	RTP5
CXXC11	hgnc:26585	RTP5
LOC100509882	hgnc:32946	ANKRD36C
NPM1P21	hgnc:13855	NPM1P21
LOC731061	hgnc:37626	EIF2S2P4
LOC285140	hgnc:37626	EIF2S2P4
LOC88302	hgnc:37626	EIF2S2P4
LOC151341	hgnc:37626	EIF2S2P4
LOC82210	hgnc:37626	EIF2S2P4
SEPT14P14	hgnc:51701	SEPTIN14P14
OR11M1P	hgnc:15333	OR11M1P
OR13C6P	hgnc:15101	OR13C6P
CGM15	hgnc:1830	CEACAMP8
LOC100421299	hgnc:1830	CEACAMP8
COPZ1	hgnc:2243	COPZ1
COPZ	hgnc:2243	COPZ1
OR56B3P	hgnc:15247	OR56B3P
ANKRD57P1	hgnc:37984	SOWAHCP1
LOC100653295	hgnc:37984	SOWAHCP1
LOC100506529	hgnc:13232	RASSF8
C12orf2	hgnc:13232	RASSF8
C2orf17	hgnc:28450	RETREG2
FAM134A	hgnc:28450	RETREG2
RNU48	hgnc:10188	SNORD48
TRNAR15	hgnc:34695	TRR-TCT1-1
PRO1779	hgnc:1857	CENPF
FABP5L15	hgnc:31071	FABP5P15
LOC100419575	hgnc:36744	RPS3AP47
LOC88291	hgnc:36744	RPS3AP47
LOC648659	hgnc:36744	RPS3AP47
LOC82529	hgnc:36744	RPS3AP47
STNL	hgnc:3192	EEF1A2
STN	hgnc:3192	EEF1A2
LOC100292596	ncbigene:100289442	LOC100289442
LOC100291068	ncbigene:100289442	LOC100289442
GST12	hgnc:7061	MGST1
AGPAT9	hgnc:28157	GPAT3
SP260	hgnc:14076	CERS2
LASS2	hgnc:14076	CERS2
FAM148B	hgnc:33628	C2CD4B
LOC100129110	hgnc:25852	MORN1
CAP1P2	hgnc:31970	CAP1P2
CMD1J	hgnc:3522	EYA4
DFNA10	hgnc:3522	EYA4
LOC101930545	hgnc:49443	DAB1-AS1
LOC100419155	hgnc:36242	RPS6P5
LOC648833	hgnc:55021	TUBB4BP8
C9orf116	hgnc:28435	PIERCE1
OR52A4	hgnc:19579	OR52A4P
TRNAI2	hgnc:34587	TRI-TAT2-2
C14orf144	hgnc:20358	LINC02691
DNCI2	hgnc:2964	DYNC1I2
MIRN517A	hgnc:32111	MIR517A
LOC651837	hgnc:54334	MRGPRX10P
LOC345157	hgnc:5255	HSP90AA4P
HSPCAL2	hgnc:5255	HSP90AA4P
LOC648448	hgnc:33400	KRT18P31
LOC345513	hgnc:33400	KRT18P31
LOC100418787	hgnc:33400	KRT18P31
LOC100421650	hgnc:37818	NEK2P4
LOC90955	hgnc:11477	MED22
LOC113639	hgnc:11477	MED22
SURF5	hgnc:11477	MED22
LOC90954	hgnc:11477	MED22
LOC389824	hgnc:11477	MED22
LOC375780	hgnc:11477	MED22
LOC157888	hgnc:11477	MED22
SLC23A2	hgnc:10974	SLC23A1
MGC22361	hgnc:10974	SLC23A1
YSPL3	hgnc:10974	SLC23A1
SPBC25	hgnc:24031	SPC25
H2AFB3	hgnc:14455	H2AB3
H2AFB	hgnc:14455	H2AB3
LOC116380	hgnc:14455	H2AB3
LOC121647	hgnc:18083	TRPV4
SPSMA	hgnc:18083	TRPV4
CMT2C	hgnc:18083	TRPV4
NCRNA00287	hgnc:23642	MIR600HG
C9orf45	hgnc:23642	MIR600HG
HOX2H	hgnc:5113	HOXB2
HOX2	hgnc:5119	HOXB8
MIRN933	hgnc:33676	MIR933
LOC100422184	hgnc:16186	RPF2P1
RPF2P	hgnc:16186	RPF2P1
BXDC1P	hgnc:16186	RPF2P1
LOC284810	hgnc:16186	RPF2P1
C20orf53	hgnc:16186	RPF2P1
LOC730710	hgnc:16186	RPF2P1
MIRN1-1	hgnc:31499	MIR1-1
BNIP3A	hgnc:1085	BNIP3L
ATP5C2	hgnc:834	ATP5F1CP1
LOC137417	hgnc:1085	BNIP3L
ACSM2	hgnc:30931	ACSM2B
SFXN2	hgnc:16086	SFXN2
TRNAV11	hgnc:34544	TRV-TAC1-1
ERBA1	hgnc:11796	THRA
THRA1	hgnc:11796	THRA
THRA2	hgnc:11796	THRA
OR1L2	hgnc:8213	OR1L1
TRNAE38P	hgnc:35069	TRE-CTC9-1
MIRN587	hgnc:32843	MIR587
LOC124689	hgnc:16067	MYOCD
D0S1430E	hgnc:1728	CDC27
D17S978E	hgnc:1728	CDC27
LOC94594	hgnc:24902	DEPDC1B
LOC651492	hgnc:38553	MESTP3
LOC100420643	hgnc:36893	RPS4Y1P1
LOC139729	hgnc:36288	RPL18AP16
LOC100419648	hgnc:36288	RPL18AP16
LOC100418772	hgnc:33387	KRT18P19
FAM28BP	hgnc:23753	RWDD4P1
CALB3	hgnc:1436	S100G
FKHL12	hgnc:3808	FOXE3
C6orf102	hgnc:21202	KIF6
KIF6	hgnc:21202	KIF6
RPL22_5_435	hgnc:17998	RPL22P1
LOC651024	hgnc:17998	RPL22P1
C16orf31	hgnc:30629	SPSB3
LOC51756	hgnc:14534	SPAG11B
SSH3BP1	hgnc:11320	ABI1
ZNF651	hgnc:26955	ZBTB47
C14orf133	hgnc:20347	VIPAS39
RBM22P9	hgnc:39700	RBM22P7
FAM183B	hgnc:34511	FAM183BP
LOC378061	hgnc:34511	FAM183BP
LOC392661	hgnc:34511	FAM183BP
ATP6D	hgnc:13724	ATP6V0D1
ATP6C	hgnc:855	ATP6V0C
HIVE1	hgnc:1599	CCNT1
LOC144438	hgnc:1599	CCNT1
LOC282918	hgnc:27366	HCG27
LOC282955	hgnc:27366	HCG27
MIRN633	hgnc:32889	MIR633
LOC89888	hgnc:29565	DOLPP1
LOC107983956	ncbigene:105371881	LOC105371881
CPXM	hgnc:15771	CPXM1
LOC652370	hgnc:33402	KRT18P33
LOC100421320	hgnc:1145	FBXW11P1
FBXW1BP1	hgnc:1145	FBXW11P1
FBXW1BP	hgnc:1145	FBXW11P1
BTRC2P	hgnc:1145	FBXW11P1
MIRN877	hgnc:33660	MIR877
LOC730470	hgnc:1326	C4BPAP1
C4BPAL1	hgnc:1326	C4BPAP1
LOC100421609	hgnc:1326	C4BPAP1
LOC112493	hgnc:11554	TAGLN2
LOC127378	hgnc:11554	TAGLN2
LOC730504	hgnc:21555	EYS
EGFL11	hgnc:21555	EYS
LOC442228	hgnc:21555	EYS
EGFL10	hgnc:21555	EYS
LOC727945	hgnc:21555	EYS
RP25	hgnc:21555	EYS
C6orf179	hgnc:21555	EYS
C6orf180	hgnc:21555	EYS
C6orf178	hgnc:21555	EYS
LOC100134271	hgnc:21555	EYS
DKFZP434F076	hgnc:10915	SLC12A7
TRK-CTT2-4	hgnc:33199	TRK-CTT2-3
TRNAK2	hgnc:33199	TRK-CTT2-3
TRK2	hgnc:33199	TRK-CTT2-3
LOC164729	hgnc:21592	TAFA5
FAM19A5	hgnc:21592	TAFA5
SMYD4	hgnc:21067	SMYD4
C2orf28	hgnc:24090	ATRAID
LOC51656	hgnc:24090	ATRAID
CREB2	hgnc:784	ATF2
C19orf55	hgnc:25204	PROSER3
TRNAR27	hgnc:34975	TRR-CCT4-1
LOC339692	ncbigene:440895	LOC440895
LOC115848	hgnc:15926	STMN3
NCRNA00265B	hgnc:38523	LINC00265-2P
NCRNA00265-2P	hgnc:38523	LINC00265-2P
LOC731699	hgnc:38523	LINC00265-2P
LOC122641	hgnc:6189	JAG2
TRUB1	hgnc:16060	TRUB1
LOC96240	hgnc:12738	WBP2
LOC91912	hgnc:6801	MAGEA3
MAGE3	hgnc:6801	MAGEA3
TMEM55B	hgnc:19299	PIP4P1
C14orf9	hgnc:19299	PIP4P1
GPX1P1	hgnc:4560	GPX1P1
GPXL2	hgnc:4560	GPX1P1
GPXP1	hgnc:4560	GPX1P1
LOC652853	hgnc:4560	GPX1P1
IGHG2	hgnc:5526	IGHG2
LOC100294459	hgnc:5526	IGHG2
TRNAK3	hgnc:33256	TRK-TTT3-4
TRK-TTT3-3	hgnc:33256	TRK-TTT3-4
PHKG	hgnc:8930	PHKG1
MIRN617	hgnc:32873	MIR617
LOC51576	hgnc:574	AP4M1
TRNAN13	hgnc:34669	TRN-GTT11-1
TRN-GTT11-1	hgnc:34669	TRN-GTT11-1
CSN1S2B	hgnc:20227	CSN1S2BP
OR2A17P	hgnc:8230	OR2A2
OR2A2P	hgnc:8230	OR2A2
OR2A2	hgnc:8230	OR2A2
LOC105370131	ncbigene:105370132	LOC105370132
RN5S110	hgnc:42908	RNA5SP110
YSK4	hgnc:26249	MAP3K19
LOC729105	hgnc:36910	RPL29P17
MIRN101-1	hgnc:31488	MIR101-1
TTC28AS	hgnc:29336	TTC28-AS1
TTC28-AS	hgnc:29336	TTC28-AS1
KIAA1648	hgnc:29336	TTC28-AS1
RAD21L1	hgnc:16271	RAD21L1
LOC649632	hgnc:16271	RAD21L1
LOC115700	hgnc:24314	CLIP3
DCAMKL3	hgnc:19005	DCLK3
CGD	hgnc:2578	CYBB
AMCBX2	hgnc:2578	CYBB
LOC149712	hgnc:16163	WFDC8
C20orf170	hgnc:16163	WFDC8
LOC149711	hgnc:16163	WFDC8
LOC647643	hgnc:36760	RPSAP61
LOC83222	hgnc:36760	RPSAP61
LOC113404	hgnc:36760	RPSAP61
LOC100419237	hgnc:36760	RPSAP61
LOC158678	hgnc:36760	RPSAP61
LOC88577	hgnc:36760	RPSAP61
RN5S178	hgnc:43078	RNA5SP178
IGSF4C	hgnc:30825	CADM4
LOC100133597	hgnc:37960	FTLP11
VN1R50P	hgnc:37369	VN1R49P
LOC146012	hgnc:6115	IREB2
LOC123689	hgnc:6115	IREB2
ZNF11B	hgnc:13097	ZNF33B
ANKRD20A2	hgnc:31979	ANKRD20A2P
GAPDL19	hgnc:22956	GAPDHP73
GAPDHL19	hgnc:22956	GAPDHP73
LRDD	hgnc:16491	PIDD1
PIDD	hgnc:16491	PIDD1
LOC651788	ncbigene:344967	LOC344967
C20orf86	hgnc:16217	ANKRD60
LOC100419627	hgnc:36202	RPL17P46
MIRN200C	hgnc:31580	MIR200C
LOC648953	hgnc:32348	TTC24
CCDC100	hgnc:26690	CEP120
AF311304	hgnc:11571	TARDBP
FLJ34222	hgnc:13022	ZNF229
RN5S435	hgnc:43335	RNA5SP435
MYCL2	hgnc:7556	MYCLP1
MYCL1P1	hgnc:7556	MYCLP1
LOC100129458	hgnc:44429	CDC42P5
GLRXP	hgnc:16544	GLRXP1
MAAT1	hgnc:14484	MRPL28
MRPL28	hgnc:14484	MRPL28
LOC95365	hgnc:14484	MRPL28
LOC196023	hgnc:23094	SLC16A12
SLC16A12	hgnc:23094	SLC16A12
CLIC1L	hgnc:2065	CLIC6
MNS	hgnc:4702	GYPA
LOC100508690	hgnc:4703	GYPB
LOC285733	hgnc:44670	SMLR1
LOC100421211	hgnc:37797	GAPDHP40
ATBF1	hgnc:777	ZFHX3
LOC100289496	hgnc:777	ZFHX3
LOC101927998	hgnc:777	ZFHX3
C16orf47	hgnc:777	ZFHX3
RNU43	hgnc:10182	SNORD43
C8orf59	hgnc:32235	RBIS
LOC100134078	hgnc:43940	ARHGAP42P1
